s,d,t
220,394,122.4233849
50,154,122.4242292
393,290,122.4243699
185,52,122.4248625
91,154,122.4297878
435,388,122.4328134
747,388,122.4354169
435,734,122.4369648
435,388,122.4388646
871,240,122.439709
50,154,122.4406237
220,154,122.4407644
49,240,122.4480117
435,240,122.4666578
243,290,122.4692612
85,60,122.4748199
18,843,122.4763679
837,424,122.4772122
777,293,122.4779862
18,55,122.4818561
50,444,122.4924105
443,157,122.4974766
756,222,122.5071867
91,444,122.508031
756,36,122.5105641
756,389,122.5139415
255,886,122.5166152
756,444,122.5251995
91,444,122.5275918
8,517,122.5298434
539,183,122.5318135
53,55,122.5374426
8,412,122.5426494
53,154,122.5563701
351,389,122.5644618
363,734,122.6159672
236,506,122.6246921
747,437,122.6261697
747,874,122.6275066
747,373,122.6312358
747,242,122.6353169
747,776,122.6403126
281,373,122.6404533
393,290,122.6439011
236,706,122.6466452
393,734,122.646786
747,105,122.6471378
569,88,122.6498116
393,544,122.6526964
393,484,122.6581847
393,389,122.6598734
747,484,122.6614917
4,443,122.6617732
747,443,122.6632508
247,417,122.6674726
247,290,122.6724683
3,662,122.6728201
3,412,122.6771122
393,290,122.6868223
3,90,122.6874555
3,197,122.6956879
3,197,122.6963916
238,96,122.6973766
3,558,122.6986432
3,558,122.6992764
3,759,122.7087754
3,759,122.7113788
238,96,122.7126453
3,759,122.7150376
3,759,122.718204
3,759,122.721511
3,759,122.7231997
3,759,122.7259438
737,388,122.7268585
393,40,122.7286176
393,388,122.7310099
3,759,122.7347392
538,759,122.7360057
3,759,122.7372722
538,662,122.7376944
494,443,122.7393831
582,240,122.7400867
538,759,122.7402274
494,556,122.7473341
3,759,122.7540185
393,432,122.7549332
3,759,122.7554961
538,759,122.756059
435,734,122.7702019
269,90,122.7732978
269,662,122.7784343
635,388,122.7889887
635,388,122.7901848
353,786,122.8165708
755,426,122.8198778
19,590,122.8244514
508,105,122.8390165
392,869,122.8400719
392,157,122.8430271
18,55,122.844364
181,242,122.8703982
181,105,122.8720165
709,636,122.8756753
14,484,122.9292916
562,70,122.9403385
681,730,122.9404089
562,886,122.9432234
579,759,122.9776307
392,890,122.9777011
353,55,122.9780529
164,853,123.0277288
477,295,123.0358909
477,523,123.0485561
477,443,123.0548184
831,237,123.071424
477,290,123.0784602
424,890,123.0830338
477,290,123.1152598
477,634,123.1202556
477,230,123.1218739
424,157,123.1226479
477,294,123.1250402
477,150,123.1301063
619,2,123.1429123
346,544,123.1519891
431,426,123.1625435
512,426,123.1903367
435,544,123.191955
512,226,123.1943474
376,40,123.1984987
376,675,123.2045499
833,641,123.2087013
833,445,123.2105307
424,675,123.2129934
833,222,123.2233367
833,261,123.2415606
833,240,123.2464156
833,735,123.2486672
833,735,123.2504967
833,60,123.2564071
833,730,123.2581662
833,183,123.266469
833,152,123.2735052
593,388,123.3177633
593,443,123.3228294
645,2,123.3305693
494,735,123.3777122
714,220,123.4897294
714,373,123.49761
667,548,123.5414458
526,843,123.6658468
898,236,123.7835634
429,690,124.1442418
295,424,124.2617473
747,105,124.3842485
438,676,124.4737497
347,556,124.4928179
363,734,124.5864705
91,734,124.6080014
117,242,124.6436752
117,437,124.6459268
737,290,124.6844855
392,157,124.6864557
621,767,124.7644174
621,242,124.7775048
3,662,124.8081125
3,90,124.8174707
3,490,124.8257735
3,244,124.8280251
3,775,124.8311211
3,640,124.8405497
435,240,124.8458972
3,545,124.8465305
438,572,124.8979655
464,506,124.8985284
464,287,124.9030316
255,886,124.9253365
684,50,124.9263216
684,50,124.9357502
438,389,124.9373685
566,592,124.9517225
566,592,124.9536926
566,789,124.956085
255,592,124.9572811
255,592,124.9602364
83,261,124.9717055
438,636,124.9725498
83,730,124.9771234
49,290,124.9790232
538,545,124.9828227
83,636,124.9836671
538,640,124.9852854
634,362,124.9854262
49,240,124.9872556
538,40,124.9886628
14,701,124.9902812
538,490,124.990633
538,662,124.9914773
83,701,125.0049869
83,701,125.0094901
149,759,125.0136415
83,776,125.0197631
438,484,125.0206778
98,853,125.0244774
438,81,125.0332727
580,740,125.04052
580,740,125.046149
580,644,125.0531149
424,157,125.0716203
34,287,125.0735904
34,740,125.0803452
34,674,125.0841448
733,782,125.0905478
896,388,125.0993431
14,484,125.1425457
14,701,125.1466268
274,261,125.1507078
606,452,125.1531705
274,240,125.1592217
126,104,125.1687206
274,758,125.1747014
274,706,125.1848336
274,435,125.1869445
560,852,125.1884221
274,412,125.1909552
592,99,125.1999616
279,2,125.2044648
592,133,125.2065757
560,544,125.2081236
592,362,125.2222665
592,484,125.2358465
871,484,125.2428827
592,220,125.2561109
375,744,125.2582921
231,452,125.258644
861,362,125.2633582
244,585,125.2676504
861,266,125.2676504
592,373,125.2767271
592,388,125.2827079
50,154,125.2928402
360,242,125.298047
306,499,125.3138082
538,412,125.3577848
495,59,125.367143
634,362,125.3791046
634,484,125.3810748
871,484,125.3875481
126,552,125.3909959
91,154,125.4086569
247,290,125.4199853
8,558,125.4347614
19,744,125.4424309
383,869,125.4570664
50,154,125.464173
93,120,125.4792306
39,133,125.4808489
93,290,125.4892924
592,133,125.5020984
392,157,125.5032946
392,869,125.5048425
592,133,125.5058276
392,412,125.506672
392,290,125.5105419
393,290,125.5112455
592,362,125.5151155
29,242,125.5277807
29,484,125.5312988
634,362,125.5338319
626,781,125.5364353
626,391,125.5369982
634,484,125.5375611
744,153,125.5379833
626,593,125.5389684
626,107,125.54122
744,431,125.5448085
678,197,125.5549407
619,49,125.5604289
83,701,125.5632434
678,869,125.5654247
744,673,125.5655654
747,242,125.5740089
39,133,125.5762605
383,293,125.5844929
618,388,125.5865335
394,637,125.5885036
383,2,125.5889961
383,157,125.6070793
679,2,125.6157339
679,886,125.6191113
381,284,125.6269216
472,412,125.650493
472,701,125.6530261
472,222,125.6542926
47,776,125.6560517
472,786,125.6570367
472,782,125.6597105
472,869,125.6728683
472,676,125.6799046
383,869,125.6806082
472,636,125.6846189
472,636,125.6853225
472,869,125.6879259
679,45,125.6930624
756,222,125.7070645
472,222,125.723459
424,157,125.7281733
257,853,125.7386573
628,672,125.7484377
257,636,125.7521669
383,636,125.7843226
418,484,125.7880518
464,287,125.790022
472,897,125.791781
842,183,125.7970582
733,31,125.7976211
237,83,125.8009282
383,897,125.8029687
842,484,125.8033205
472,897,125.8088088
842,293,125.8088088
842,701,125.8130305
842,701,125.8135934
628,672,125.8153525
464,40,125.8171115
383,897,125.8193631
705,40,125.8228813
833,261,125.8338578
47,636,125.837587
833,735,125.8401201
833,767,125.8429346
833,767,125.8489154
833,183,125.8513077
298,292,125.8516596
833,388,125.8546851
619,853,125.926666
619,895,125.9489006
392,869,126.0023058
392,869,126.0041352
295,154,126.0092717
392,157,126.0173634
392,735,126.0192632
392,412,126.0210222
295,426,126.0543741
392,869,126.0562035
193,284,126.0619029
552,572,126.062325
392,869,126.0714722
392,869,126.078227
291,394,126.0870927
546,673,126.127129
546,673,126.1300842
405,850,126.1378944
546,81,126.1419051
624,236,126.1503486
64,152,126.2085384
627,673,126.2263402
281,593,126.2455491
281,391,126.2499116
281,106,126.2529372
698,153,126.2656728
298,390,126.2722165
213,237,126.2824191
744,153,126.2881888
744,673,126.2940993
706,105,126.2988839
634,484,126.3083829
572,548,126.3327987
572,387,126.3440567
669,50,126.3487006
298,774,126.3738201
64,737,126.4175856
62,510,126.420189
64,391,126.4239182
62,183,126.4367945
50,154,126.4536112
744,40,126.4909034
34,287,126.4975878
395,388,126.4979396
709,592,126.5137712
744,517,126.5186966
203,499,126.5307989
375,590,126.5412829
715,886,126.5425495
715,293,126.5540186
546,673,126.5571849
14,242,126.5913107
424,388,126.5953214
14,701,126.5972915
14,701,126.6028502
306,499,126.6108715
735,96,126.6215666
181,443,126.6381722
539,183,126.6510485
93,290,126.6679355
93,222,126.6816562
443,386,126.6832746
93,782,126.6852447
375,776,126.6916477
29,242,126.6936882
445,853,126.6989654
207,50,126.7000209
48,96,126.7197927
786,775,126.7292917
83,701,126.7383685
346,544,126.7394943
83,261,126.7409719
346,644,126.7463898
83,355,126.7589143
353,786,126.7639101
395,386,126.7665135
395,388,126.769328
83,355,126.7723536
85,294,126.7924069
619,853,126.806198
4,183,126.8123899
83,355,126.8173152
592,60,126.8394794
592,627,126.8449677
592,790,126.8460935
592,260,126.8482748
592,675,126.8556628
592,585,126.8575626
601,732,126.8600957
592,388,126.8604475
592,92,126.8666394
592,127,126.868117
592,81,126.8783196
592,744,126.8821192
592,540,126.8875371
495,759,126.8875371
592,776,126.8923217
592,517,126.8942215
539,127,126.9007652
698,153,126.9013985
592,850,126.9221554
499,627,126.9343282
499,220,126.937213
605,674,126.9422088
499,512,126.9442493
359,105,126.9704945
744,153,126.9719721
698,153,126.9854817
744,153,126.9892813
304,388,126.9952621
709,158,127.0025798
698,153,127.0032131
744,153,127.0054647
744,153,127.006098
709,158,127.0089125
102,869,127.011727
420,355,127.0122195
346,546,127.0127824
49,290,127.0131342
679,674,127.013275
679,674,127.0160191
698,153,127.0227739
102,869,127.0269253
744,153,127.0276289
420,294,127.0297398
102,412,127.0330468
744,546,127.0331172
698,153,127.0366353
744,517,127.0371279
744,153,127.0381129
744,153,127.0412089
698,153,127.0438827
546,880,127.0526076
49,644,127.0545074
744,431,127.0580959
49,236,127.0592217
39,789,127.0861002
102,789,127.1040426
238,96,127.132258
494,735,127.1342985
298,294,127.1504819
83,355,127.1715203
420,355,127.1809489
420,355,127.1993839
83,636,127.2055758
83,355,127.2101494
360,242,127.2327358
360,158,127.2401942
495,627,127.2907849
326,673,127.30148
326,674,127.3076015
546,673,127.3090791
709,158,127.3204779
392,869,127.3557295
326,673,127.3630472
680,830,127.3653692
848,388,127.3676208
848,388,127.3690984
546,673,127.3723351
308,236,127.374657
418,484,127.4296102
677,443,127.4358021
424,388,127.45093
276,874,127.4978619
842,222,127.5469046
842,843,127.562525
842,319,127.5657617
437,690,127.5798342
437,767,127.5860261
560,558,127.6065016
435,153,127.6105827
560,260,127.622685
435,92,127.6537149
209,897,127.6554036
435,544,127.6639175
435,759,127.6672245
637,672,127.6696872
552,92,127.6741904
435,92,127.6899516
552,92,127.695651
435,92,127.7304805
698,153,127.7474378
509,750,127.7475786
326,673,127.7617918
51,830,127.7705168
556,90,127.7750903
552,92,127.7799453
566,592,127.7849411
566,789,127.7898665
679,596,127.7902183
744,153,127.7935253
51,830,127.8011948
8,90,127.8274401
51,7,127.83131
870,789,127.8391906
861,63,127.8656469
861,295,127.8990691
556,90,127.9111011
861,895,127.9611289
68,640,127.9866002
892,81,127.9908219
892,81,127.9958176
383,412,128.0115789
424,412,128.0219222
346,544,128.0506301
346,376,128.0573145
709,636,128.0677985
295,154,128.1202186
383,869,128.1343615
259,572,128.1554703
259,388,128.1696132
383,157,128.1735535
383,701,128.2064128
827,388,128.2123936
383,271,128.2283659
424,388,128.2400461
93,290,128.278464
842,361,128.3066794
445,853,128.3175856
47,271,128.3215963
385,395,128.3346133
98,853,128.3534705
385,93,128.353752
44,880,128.3562146
385,452,128.3595921
385,484,128.3652914
385,388,128.3783085
347,452,128.4144045
14,484,128.4158821
14,701,128.4202446
745,387,128.4630954
745,183,128.4706945
135,152,128.4721721
348,445,128.492718
149,376,128.4982766
348,391,128.5000357
348,152,128.5040464
499,627,128.5100976
499,627,128.5123492
785,445,128.5146008
238,387,128.515234
18,897,128.5222703
552,544,128.5477415
494,627,128.5529483
367,50,128.5800379
393,544,128.6050166
393,585,128.6072682
18,843,128.6079719
393,484,128.6086755
203,31,128.6132491
606,452,128.6380167
209,152,128.6967694
392,869,128.7461639
50,154,128.7511597
392,157,128.7534113
53,55,128.7771938
53,55,128.780149
362,538,128.7886629
362,361,128.7926736
362,244,128.7941512
585,105,128.8006949
362,767,128.8029465
362,867,128.8074497
445,152,128.8075904
362,759,128.8114604
576,742,128.8117418
619,853,128.8159636
362,758,128.8161747
362,435,128.8194113
362,90,128.8243367
585,105,128.8256032
362,387,128.8295435
759,103,128.8297546
362,197,128.8340468
18,55,128.8383389
759,759,128.8410126
18,867,128.8452344
445,853,128.8519892
193,102,128.9313582
83,636,128.9761791
193,102,128.986241
193,740,128.9900405
564,512,128.994403
564,387,129.0005246
564,517,129.0075608
238,758,129.008757
564,759,129.0175523
564,830,129.0259254
19,102,129.0310619
564,152,129.0385203
564,673,129.0483007
438,676,129.057096
435,153,129.074757
435,295,129.0801046
93,197,129.091433
84,293,129.0925588
149,759,129.1063498
281,740,129.1187336
747,220,129.1465269
881,226,129.1649618
747,105,129.240883
185,102,129.2644545
714,373,129.2982285
634,362,129.3200409
92,99,129.4064461
48,105,129.4261476
353,55,129.4274845
592,362,129.5509708
592,880,129.5625103
592,835,129.5684207
592,585,129.5697576
592,388,129.5705316
592,431,129.5729239
592,361,129.5761606
592,45,129.5858003
592,63,129.5914996
592,222,129.5976915
592,230,129.6018429
592,206,129.6047278
194,387,129.6654507
737,388,129.8351652
825,744,129.8424125
737,290,129.8451566
737,556,129.8506449
737,238,129.8641545
679,45,130.3283363
464,40,130.6759977
464,265,130.6843005
621,767,130.7067461
621,767,130.7356651
621,767,130.7556481
621,767,130.8323433
405,102,130.8338912
621,767,130.8523262
363,767,130.8597847
405,850,130.8692133
621,242,130.8722388
710,63,130.8939809
627,206,130.9430939
851,104,130.9508338
234,789,130.9934735
234,789,130.9967806
743,362,131.0378019
582,853,131.0427977
582,81,131.0481452
362,767,131.0644693
362,867,131.0674246
556,197,131.0675653
362,758,131.0779789
362,197,131.079738
362,387,131.083608
743,249,131.104576
360,264,131.1864076
360,874,131.1932328
580,51,131.1940772
360,158,131.1947808
360,876,131.1994247
360,395,131.2007616
360,738,131.2035761
360,706,131.2057573
719,294,131.2093458
585,105,131.2832265
737,388,131.2847041
585,835,131.2962436
585,736,131.3099643
777,265,131.3167191
118,226,131.4316211
51,517,131.4843931
43,152,131.5107087
447,242,131.5552481
709,158,131.5624251
604,197,131.5915552
872,880,131.605487
870,789,131.6071757
365,706,131.6107642
693,291,131.6161118
350,874,131.6417237
437,767,131.6427088
365,178,131.6451011
365,154,131.676905
350,767,131.6812675
365,50,131.6821822
365,538,131.6887259
369,452,131.6914701
585,105,131.6921737
365,873,131.6928773
365,881,131.6961843
477,295,131.6973805
365,242,131.6985767
369,850,131.6989285
365,390,131.7039242
585,874,131.7049093
365,285,131.7120159
365,428,131.7146897
365,237,131.7253144
365,100,131.7450863
365,594,131.7509968
365,484,131.7557814
365,387,131.7591588
365,618,131.7607068
365,730,131.7618326
365,443,131.7649286
365,325,131.7666173
365,742,131.7676727
365,843,131.7717537
118,850,131.7737942
365,389,131.7765384
365,423,131.7870928
611,437,131.7996877
670,88,131.8076386
670,88,131.8124233
670,88,131.8177005
411,222,131.8222037
102,412,131.8499265
625,150,131.8635769
566,789,131.8675172
315,644,131.8706835
670,120,131.8913701
510,99,131.9183189
510,320,131.9364725
346,521,131.9540631
871,521,131.9627881
747,105,131.9686985
510,91,131.9703872
782,426,132.059818
91,152,132.0610845
753,596,132.0945771
753,596,132.0958436
556,197,132.1382019
619,521,132.1493192
585,105,132.159381
709,874,132.1719759
64,706,132.18246
747,105,132.1919589
346,521,132.1989248
445,853,132.2085645
552,572,132.2466306
414,261,132.3038354
156,394,132.3310657
192,545,132.3347949
164,81,132.3602661
